code,title,prereq,antireq,term,ID,description
CS444,Compiler Construction,CS 350 or SE 350; Computer Science students only,,,004412,"Phases of compilation. Lexical analysis and a review of parsing. Compiler-compilers and translator writing systems. LEX and YACC. Scope rules, block structure, and symbol tables. Runtime stack management. Parameter passage mechanisms. Stack storage organization and templates. Heap storage management. Intermediate code. Code generation. Macros. "
CS445,Software Requirements Specification and Analysis,CS 350; Computer Science students only.,SE 463,,004413,"Introduces students to the requirements definition phase of software development. Models, notations, and processes for software requirements identification, representation, analysis, and validation. Cost estimation from early documents and specifications. "
CS446,Software Design and Architectures,CS 350; Computer Science students only.,"CS 430, SE 464",,004414,"Introduces students to the design, implementation, and evolution phases of software development. Software design processes, methods, and notation. Implementation of designs. Evolution of designs and implementations. Management of design activities. "
CS447,"Software Testing, Quality Assurance and Maintenance",CS 350; Computer Science students only.,SE 465,,004416,"Introduces students to systematic testing of software systems. Software verification, reviews, metrics, quality assurance, and prediction of software reliability and availability. Related management issues.  "
CS448,Database Systems Implementation,CS 348 and (CS 350 or SE 350); Computer Science students only,,,012300,"The objective of this course is to introduce students to fundamentals of building a relational database management system. The course focuses on the database engine core technology by studying topics such as storage management (data layout, disk-based data structures), indexing, query processing algorithms, query optimization, transactional concurrency control, logging and recovery. "
CS449,Human-Computer Interaction,"CS 240, 241; Level at least 3B; Computer Science students only.",SYDE 348/548,,013910,"An introduction to the fundamental theories, methods, and research in the design and evaluation of novel computational artifacts designed to meet real-world human needs. "
CS450,Computer Architecture,(CS 245 or SE 212) and (CS 350 or SE 350); Computer Science students only.,"ECE 320, ECE 429",,004418,"The course is intended to provide the student with an appreciation of modern computer design and its relation to system architecture, compiler technology, and operating system functionality. The course places an emphasis on design based on the measurement of performance and its dependency on parallelism, efficiency, latency, and resource utilization. "
CS451,Data-Intensive Distributed Computing,"CS 341, 348 and (CS 350 or SE 350); Computer Science and BMath (Data Science) students only",,"F,W",015315,"Introduces students to infrastructure for data-intensive computing, with a focus on abstractions, frameworks, and algorithms that allow developers to distribute computations across many machines.  Topics include core concepts (partitioning, replication, locality, consistency), computational models (MapReduce, dataflows, stream processing, bulk-synchronous parallel), and applications."
CS452,Real-time Programming,CS 350 or SE 350; Computer Science students only,,,004419,"Intended to give students experience with tools and techniques of real-time programming, this course includes not only issues of microcomputer architecture and a real-time programming language and operating system, but also hands-on experience programming a microcomputer for applications such as process control, data acquisition and communication. "
CS454,Distributed Systems,CS 350 or SE 350; Computer Science students only.,ECE 454,,004420,"An introduction to distributed systems, emphasizing the multiple levels of software in such systems. Specific topics include fundamentals of data communications, network architecture and protocols, local-area networks, concurrency control in distributed systems, recovery in distributed systems, and clock synchronization. "
CS456,Computer Networks,CS 350 or SE 350; Computer Science students only.,"CS 436, ECE 358, 428","F,W,S",010167,"An introduction to network architectures and protocols, placing emphasis on protocols used in the Internet. Specific topics include application layer protocols, network programming, transport protocols, routing, multicast, data link layer issues, multimedia networking, network security, and network management."
